GrupoID,Estado,FechaReporte,Minas,Compañía minera,Pueblos,Departamento,Pueblos_actualizados,Año,Sem,Semestre
Grupo_191,Activo,2004-10-31,Yanacocha,Newmont,"['Quilish-38', 'Choropampa', 'San Juan']",CAJAMARCA,"['Quilish', 'Choropampa', 'San Juan']",2004,2,2004-S2
Grupo_191,Activo,2004-09-30,Yanacocha,Newmont,"['Quilish-38', 'Choropampa', 'San Juan']",CAJAMARCA,"['Quilish', 'Choropampa', 'San Juan']",2004,2,2004-S2
Grupo_250,Activo,2005-04-30,"Pierina, Antamina","Barrick,Antamina","['Ciudad de Huaraz', 'Caseríos y anexos cercanos al cerro Condorhuain']",ÁNCASH,"['Ciudad de Huaraz', 'Rondos Lauricocha']",2005,1,2005-S1
Grupo_256,Activo,2005-04-30,Yanacocha,Newmont,"['CP Ingatambo', 'CP Negritos', 'CP Lagunas', 'CP San Cirilo', 'CP Yanacanchilla Alta', 'CP Yanacanchilla Bajo']",CAJAMARCA,"['CP Ingatambo', 'CP Negritos', 'CP Lagunas', 'CP San Cirilo', 'CP Yanacanchilla Alta', 'Encañada Cajamarca']",2005,1,2005-S1
Grupo_250,Activo,2005-08-31,"Pierina, Antamina","Barrick,Antamina","['Ciudad de Huaraz', 'Caseríos y anexos cercanos al cerro Condorhuain']",ÁNCASH,"['Ciudad de Huaraz', 'Rondos Lauricocha']",2005,2,2005-S2
Grupo_278,Activo,2005-08-31,Las Bambas,Las Bambas,"['Cotabambas (Provincia)', 'Tambobamba', 'Chuquilambila']",APURÍMAC,"['Cotabambas', 'Tambobamba', 'Chuquibambilla']",2005,2,2005-S2
Grupo_250,Activo,2005-02-28,"Pierina, Antamina","Barrick,Antamina","['Ciudad de Huaraz', 'Caseríos y anexos cercanos al cerro Condorhuain']",ÁNCASH,"['Ciudad de Huaraz', 'Rondos Lauricocha']",2005,1,2005-S1
Grupo_336,Activo,2005-02-28,"San Nicolas, Cerro Corona","San Nicolas, Gold Fields","['Distrito de Bambamarca', 'CP Tingo']",CAJAMARCA,"['Bambamarca', 'CP Tingo']",2005,1,2005-S1
Grupo_250,Activo,2005-07-31,"Pierina, Antamina","Barrick,Antamina","['Ciudad de Huaraz', 'Caseríos y anexos cercanos al cerro Condorhuain']",ÁNCASH,"['Ciudad de Huaraz', 'Rondos Lauricocha']",2005,2,2005-S2
Grupo_256,Activo,2005-07-31,Yanacocha,Newmont,"['CP Ingatambo', 'CP Negritos', 'CP Lagunas', 'CP San Cirilo', 'CP Yanacanchilla Alta', 'CP Yanacanchilla Bajo']",CAJAMARCA,"['CP Ingatambo', 'CP Negritos', 'CP Lagunas', 'CP San Cirilo', 'CP Yanacanchilla Alta', 'Encañada Cajamarca']",2005,2,2005-S2
Grupo_350,Activo,2005-07-31,Yanacocha,Newmont,"['CP Quishuar corral', 'CP Aliso Colorado', 'CP San José']",CAJAMARCA,"['CP Quishuar corral', 'CP Aliso Colorado', 'CP San Jose']",2005,2,2005-S2
Grupo_250,Activo,2005-03-31,"Pierina, Antamina","Barrick,Antamina","['Ciudad de Huaraz', 'Caseríos y anexos cercanos al cerro Condorhuain']",ÁNCASH,"['Ciudad de Huaraz', 'Rondos Lauricocha']",2005,1,2005-S1
Grupo_250,Activo,2005-05-31,"Pierina, Antamina","Barrick,Antamina","['Ciudad de Huaraz', 'Caseríos y anexos cercanos al cerro Condorhuain']",ÁNCASH,"['Ciudad de Huaraz', 'Rondos Lauricocha']",2005,1,2005-S1
Grupo_256,Activo,2005-05-31,Yanacocha,Newmont,"['CP Ingatambo', 'CP Negritos', 'CP Lagunas', 'CP San Cirilo', 'CP Yanacanchilla Alta', 'CP Yanacanchilla Bajo']",CAJAMARCA,"['CP Ingatambo', 'CP Negritos', 'CP Lagunas', 'CP San Cirilo', 'CP Yanacanchilla Alta', 'Encañada Cajamarca']",2005,1,2005-S1
Grupo_250,Activo,2005-06-30,"Pierina, Antamina","Barrick,Antamina","['Ciudad de Huaraz', 'Caseríos y anexos cercanos al cerro Condorhuain']",ÁNCASH,"['Ciudad de Huaraz', 'Rondos Lauricocha']",2005,1,2005-S1
Grupo_256,Activo,2005-06-30,Yanacocha,Newmont,"['CP Ingatambo', 'CP Negritos', 'CP Lagunas', 'CP San Cirilo', 'CP Yanacanchilla Alta', 'CP Yanacanchilla Bajo']",CAJAMARCA,"['CP Ingatambo', 'CP Negritos', 'CP Lagunas', 'CP San Cirilo', 'CP Yanacanchilla Alta', 'Encañada Cajamarca']",2005,1,2005-S1
Grupo_350,Activo,2005-06-30,Yanacocha,Newmont,"['CP Quishuar corral', 'CP Aliso Colorado', 'CP San José']",CAJAMARCA,"['CP Quishuar corral', 'CP Aliso Colorado', 'CP San Jose']",2005,1,2005-S1
Grupo_278,Activo,2005-09-30,Las Bambas,Las Bambas,"['Cotabambas (Provincia)', 'Tambobamba', 'Chuquilambila']",APURÍMAC,"['Cotabambas', 'Tambobamba', 'Chuquibambilla']",2005,2,2005-S2
Grupo_250,Activo,2006-04-30,"Pierina, Antamina","Barrick,Antamina","['Ciudad de Huaraz', 'Caseríos y anexos cercanos al cerro Condorhuain']",ÁNCASH,"['Ciudad de Huaraz', 'Rondos Lauricocha']",2006,1,2006-S1
Grupo_417,Activo,2006-08-31,Yanacocha,Newmont,"['CP Combayo', 'CP Bellavista Alta']",CAJAMARCA,"['CP Combayo', 'CP Bellavista Alta']",2006,2,2006-S2
Grupo_417,Activo,2006-09-30,Yanacocha,Newmont,"['CP Combayo', 'CP Bellavista Alta']",CAJAMARCA,"['CP Combayo', 'CP Bellavista Alta']",2006,2,2006-S2
Grupo_434,Activo,2006-10-31,Cerro Corona,Gold Fields,"['Distrito de Hualgayoc', 'CP Coymolache Bajo', 'CP Coymolache Alto']",CAJAMARCA,"['Hualgayoc', 'Coimolache', 'Coimolache']",2006,2,2006-S2
Grupo_434,Activo,2006-11-30,Cerro Corona,Gold Fields,"['Distrito de Hualgayoc', 'CP Coymolache Bajo', 'CP Coymolache Alto']",CAJAMARCA,"['Hualgayoc', 'Coimolache', 'Coimolache']",2006,2,2006-S2
Grupo_434,Activo,2006-12-31,Cerro Corona,Gold Fields,"['Distrito de Hualgayoc', 'CP Coymolache Bajo', 'CP Coymolache Alto']",CAJAMARCA,"['Hualgayoc', 'Coimolache', 'Coimolache']",2006,2,2006-S2
Grupo_434,Activo,2007-01-31,Cerro Corona,Gold Fields,"['Distrito de Hualgayoc', 'CP Coymolache Bajo', 'CP Coymolache Alto']",CAJAMARCA,"['Hualgayoc', 'Coimolache', 'Coimolache']",2007,1,2007-S1
Grupo_455,Activo,2007-01-31,Pucamarca,Minsur,['CP Vilavilani'],TACNA,['CP Vilavilani'],2007,1,2007-S1
Grupo_463,Activo,2007-02-28,Yanacocha,Newmont,['CP Chanta Alta'],CAJAMARCA,['CP Chanta Alta'],2007,1,2007-S1
Grupo_455,Activo,2007-02-28,Pucamarca,Minsur,['CP Vilavilani'],TACNA,['CP Vilavilani'],2007,1,2007-S1
Grupo_463,Activo,2007-03-31,Yanacocha,Newmont,['CP Chanta Alta'],CAJAMARCA,['CP Chanta Alta'],2007,1,2007-S1
Grupo_455,Activo,2007-03-31,Pucamarca,Minsur,['CP Vilavilani'],TACNA,['CP Vilavilani'],2007,1,2007-S1
Grupo_481,Activo,2007-04-30,Antamina,Antamina,"['CP Ayash Pichiú', 'CP Santa Cruz Pichiú']",ÁNCASH,"['CP Ayash Pichiu', 'Santa Cruz Pichiu']",2007,1,2007-S1
Grupo_463,Activo,2007-04-30,Yanacocha,Newmont,['CP Chanta Alta'],CAJAMARCA,['CP Chanta Alta'],2007,1,2007-S1
Grupo_256,Activo,2007-04-30,Yanacocha,Newmont,"['CP Ingatambo', 'CP Negritos', 'CP Lagunas', 'CP San Cirilo', 'CP Yanacanchilla Alta', 'CP Yanacanchilla Bajo']",CAJAMARCA,"['CP Ingatambo', 'CP Negritos', 'CP Lagunas', 'CP San Cirilo', 'CP Yanacanchilla Alta', 'Encañada Cajamarca']",2007,1,2007-S1
Grupo_455,Activo,2007-04-30,Pucamarca,Minsur,['CP Vilavilani'],TACNA,['CP Vilavilani'],2007,1,2007-S1
Grupo_463,Activo,2007-05-31,Yanacocha,Newmont,['CP Chanta Alta'],CAJAMARCA,['CP Chanta Alta'],2007,1,2007-S1
Grupo_256,Activo,2007-05-31,Yanacocha,Newmont,"['CP Ingatambo', 'CP Negritos', 'CP Lagunas', 'CP San Cirilo', 'CP Yanacanchilla Alta', 'CP Yanacanchilla Bajo']",CAJAMARCA,"['CP Ingatambo', 'CP Negritos', 'CP Lagunas', 'CP San Cirilo', 'CP Yanacanchilla Alta', 'Encañada Cajamarca']",2007,1,2007-S1
Grupo_505,Activo,2007-05-31,Quellaveco,Angloamerican,['Distrito de Torata'],MOQUEGUA,['Distrito de Torata'],2007,1,2007-S1
Grupo_455,Activo,2007-05-31,Pucamarca,Minsur,['CP Vilavilani'],TACNA,['CP Vilavilani'],2007,1,2007-S1
Grupo_463,Activo,2007-06-30,Yanacocha,Newmont,['CP Chanta Alta'],CAJAMARCA,['CP Chanta Alta'],2007,1,2007-S1
Grupo_256,Activo,2007-06-30,Yanacocha,Newmont,"['CP Ingatambo', 'CP Negritos', 'CP Lagunas', 'CP San Cirilo', 'CP Yanacanchilla Alta', 'CP Yanacanchilla Bajo']",CAJAMARCA,"['CP Ingatambo', 'CP Negritos', 'CP Lagunas', 'CP San Cirilo', 'CP Yanacanchilla Alta', 'Encañada Cajamarca']",2007,1,2007-S1
Grupo_505,Activo,2007-06-30,Quellaveco,Angloamerican,['Distrito de Torata'],MOQUEGUA,['Distrito de Torata'],2007,1,2007-S1
Grupo_525,Activo,2007-06-30,Atacocha,Nexa Resources,['Distrito de San Francisco de Asís de Yarusyacan'],PASCO,['San Francisco de Asis de Yarusyacan'],2007,1,2007-S1
Grupo_455,Activo,2007-06-30,Pucamarca,Minsur,['CP Vilavilani'],TACNA,['CP Vilavilani'],2007,1,2007-S1
Grupo_278,Activo,2009-12-31,Las Bambas,Las Bambas,"['Cotabambas (Provincia)', 'Tambobamba', 'Chuquilambila']",APURÍMAC,"['Cotabambas', 'Tambobamba', 'Chuquibambilla']",2009,2,2009-S2
Grupo_463,Activo,2007-07-31,Yanacocha,Newmont,['CP Chanta Alta'],CAJAMARCA,['CP Chanta Alta'],2007,2,2007-S2
Grupo_455,Activo,2007-07-31,Pucamarca,Minsur,['CP Vilavilani'],TACNA,['CP Vilavilani'],2007,2,2007-S2
Grupo_278,Activo,2008-12-31,Las Bambas,Las Bambas,"['Cotabambas (Provincia)', 'Tambobamba', 'Chuquilambila']",APURÍMAC,"['Cotabambas', 'Tambobamba', 'Chuquibambilla']",2008,2,2008-S2
Grupo_463,Activo,2007-08-31,Yanacocha,Newmont,['CP Chanta Alta'],CAJAMARCA,['CP Chanta Alta'],2007,2,2007-S2
Grupo_455,Activo,2007-08-31,Pucamarca,Minsur,['CP Vilavilani'],TACNA,['CP Vilavilani'],2007,2,2007-S2
Grupo_463,Activo,2007-09-30,Yanacocha,Newmont,['CP Chanta Alta'],CAJAMARCA,['CP Chanta Alta'],2007,2,2007-S2
Grupo_455,Activo,2007-09-30,Pucamarca,Minsur,['CP Vilavilani'],TACNA,['CP Vilavilani'],2007,2,2007-S2
Grupo_278,Activo,2009-10-31,Las Bambas,Las Bambas,"['Cotabambas (Provincia)', 'Tambobamba', 'Chuquilambila']",APURÍMAC,"['Cotabambas', 'Tambobamba', 'Chuquibambilla']",2009,2,2009-S2
Grupo_463,Activo,2007-10-31,Yanacocha,Newmont,['CP Chanta Alta'],CAJAMARCA,['CP Chanta Alta'],2007,2,2007-S2
Grupo_256,Activo,2007-10-31,Yanacocha,Newmont,"['CP Ingatambo', 'CP Negritos', 'CP Lagunas', 'CP San Cirilo', 'CP Yanacanchilla Alta', 'CP Yanacanchilla Bajo']",CAJAMARCA,"['CP Ingatambo', 'CP Negritos', 'CP Lagunas', 'CP San Cirilo', 'CP Yanacanchilla Alta', 'Encañada Cajamarca']",2007,2,2007-S2
Grupo_455,Activo,2007-10-31,Pucamarca,Minsur,['CP Vilavilani'],TACNA,['CP Vilavilani'],2007,2,2007-S2
Grupo_278,Activo,2008-10-31,Las Bambas,Las Bambas,"['Cotabambas (Provincia)', 'Tambobamba', 'Chuquilambila']",APURÍMAC,"['Cotabambas', 'Tambobamba', 'Chuquibambilla']",2008,2,2008-S2
Grupo_463,Activo,2007-11-30,Yanacocha,Newmont,['CP Chanta Alta'],CAJAMARCA,['CP Chanta Alta'],2007,2,2007-S2
Grupo_256,Activo,2007-11-30,Yanacocha,Newmont,"['CP Ingatambo', 'CP Negritos', 'CP Lagunas', 'CP San Cirilo', 'CP Yanacanchilla Alta', 'CP Yanacanchilla Bajo']",CAJAMARCA,"['CP Ingatambo', 'CP Negritos', 'CP Lagunas', 'CP San Cirilo', 'CP Yanacanchilla Alta', 'Encañada Cajamarca']",2007,2,2007-S2
Grupo_455,Activo,2007-11-30,Pucamarca,Minsur,['CP Vilavilani'],TACNA,['CP Vilavilani'],2007,2,2007-S2
Grupo_278,Activo,2007-10-31,Las Bambas,Las Bambas,"['Cotabambas (Provincia)', 'Tambobamba', 'Chuquilambila']",APURÍMAC,"['Cotabambas', 'Tambobamba', 'Chuquibambilla']",2007,2,2007-S2
Grupo_463,Activo,2008-01-31,Yanacocha,Newmont,['CP Chanta Alta'],CAJAMARCA,['CP Chanta Alta'],2008,1,2008-S1
Grupo_455,Activo,2008-01-31,Pucamarca,Minsur,['CP Vilavilani'],TACNA,['CP Vilavilani'],2008,1,2008-S1
Grupo_278,Activo,2009-08-31,Las Bambas,Las Bambas,"['Cotabambas (Provincia)', 'Tambobamba', 'Chuquilambila']",APURÍMAC,"['Cotabambas', 'Tambobamba', 'Chuquibambilla']",2009,2,2009-S2
Grupo_463,Activo,2008-02-29,Yanacocha,Newmont,['CP Chanta Alta'],CAJAMARCA,['CP Chanta Alta'],2008,1,2008-S1
Grupo_606,Activo,2008-02-29,Toromocho,Chinalco,"['CP Morococha', 'CP Nueva Ciudad Morococha']",JUNÍN,"['CP Morococha', 'CP Morococha']",2008,1,2008-S1
Grupo_455,Activo,2008-02-29,Pucamarca,Minsur,['CP Vilavilani'],TACNA,['CP Vilavilani'],2008,1,2008-S1
Grupo_278,Activo,2008-08-31,Las Bambas,Las Bambas,"['Cotabambas (Provincia)', 'Tambobamba', 'Chuquilambila']",APURÍMAC,"['Cotabambas', 'Tambobamba', 'Chuquibambilla']",2008,2,2008-S2
Grupo_606,Activo,2008-03-31,Toromocho,Chinalco,"['CP Morococha', 'CP Nueva Ciudad Morococha']",JUNÍN,"['CP Morococha', 'CP Morococha']",2008,1,2008-S1
Grupo_505,Activo,2008-03-31,Quellaveco,Angloamerican,['Distrito de Torata'],MOQUEGUA,['Distrito de Torata'],2008,1,2008-S1
Grupo_455,Activo,2008-03-31,Pucamarca,Minsur,['CP Vilavilani'],TACNA,['CP Vilavilani'],2008,1,2008-S1
Grupo_278,Activo,2007-08-31,Las Bambas,Las Bambas,"['Cotabambas (Provincia)', 'Tambobamba', 'Chuquilambila']",APURÍMAC,"['Cotabambas', 'Tambobamba', 'Chuquibambilla']",2007,2,2007-S2
Grupo_463,Activo,2007-12-31,Yanacocha,Newmont,['CP Chanta Alta'],CAJAMARCA,['CP Chanta Alta'],2007,2,2007-S2
Grupo_455,Activo,2007-12-31,Pucamarca,Minsur,['CP Vilavilani'],TACNA,['CP Vilavilani'],2007,2,2007-S2
Grupo_638,Activo,2009-04-30,Antamina,Antamina,['CP San Antonio de Juprog'],ÁNCASH,['CP San Antonio de Juprog'],2009,1,2009-S1
Grupo_278,Activo,2009-07-31,Las Bambas,Las Bambas,"['Cotabambas (Provincia)', 'Tambobamba', 'Chuquilambila']",APURÍMAC,"['Cotabambas', 'Tambobamba', 'Chuquibambilla']",2009,2,2009-S2
Grupo_668,Activo,2009-04-30,Yanacocha,Newmont,"['CP LLanomayo', 'CP Llushcapampa Baja', 'CP Huambocancha Chica']",CAJAMARCA,"['CP LLanomayo', 'CP Llushcapampa Baja', 'Huambocancha']",2009,1,2009-S1
Grupo_674,Activo,2009-04-30,Yanacocha,Newmont,['CP La Ramada'],CAJAMARCA,['CP La Ramada'],2009,1,2009-S1
Grupo_682,Activo,2009-04-30,Yanacocha,Newmont,"['CP Huambocancha Alta', 'CP El Batán']",CAJAMARCA,"['Cumbancha Alta', 'CP El Batán']",2009,1,2009-S1
Grupo_606,Activo,2009-04-30,Toromocho,Chinalco,"['CP Morococha', 'CP Nueva Ciudad Morococha']",JUNÍN,"['CP Morococha', 'CP Morococha']",2009,1,2009-S1
Grupo_505,Activo,2009-04-30,Quellaveco,Angloamerican,['Distrito de Torata'],MOQUEGUA,['Distrito de Torata'],2009,1,2009-S1
Grupo_784,Activo,2009-04-30,Chungar,Volcan,['CP Huayllay'],PASCO,['CP Huayllay'],2009,1,2009-S1
Grupo_829,Activo,2009-09-30,Antamina,Antamina,"['CP Carhuayoc', 'CP Cátac']",ÁNCASH,"['CP Carhuayoc', 'CP Catac']",2009,2,2009-S2
Grupo_638,Activo,2009-09-30,Antamina,Antamina,['CP San Antonio de Juprog'],ÁNCASH,['CP San Antonio de Juprog'],2009,2,2009-S2
Grupo_278,Activo,2008-07-31,Las Bambas,Las Bambas,"['Cotabambas (Provincia)', 'Tambobamba', 'Chuquilambila']",APURÍMAC,"['Cotabambas', 'Tambobamba', 'Chuquibambilla']",2008,2,2008-S2
Grupo_682,Activo,2009-09-30,Yanacocha,Newmont,"['CP Huambocancha Alta', 'CP El Batán']",CAJAMARCA,"['Cumbancha Alta', 'CP El Batán']",2009,2,2009-S2
Grupo_847,Activo,2009-09-30,Yanacocha,Newmont,"['CP Pachachaca', 'CP Chanta Alta', 'CP El Alumbre', 'CP Totoracocha']",CAJAMARCA,"['Pachachaca', 'CP Chanta Alta', 'CP El Alumbre', 'CP Totoracocha']",2009,2,2009-S2
Grupo_848,Activo,2009-09-30,Yanacocha,Newmont,"['CP Magdalena', 'CP Choropampa', 'CP San Juan']",CAJAMARCA,"['CP Magdalena', 'CP Choropampa', 'San Juan']",2009,2,2009-S2
Grupo_674,Activo,2009-09-30,Yanacocha,Newmont,['CP La Ramada'],CAJAMARCA,['CP La Ramada'],2009,2,2009-S2
Grupo_606,Activo,2009-09-30,Toromocho,Chinalco,"['CP Morococha', 'CP Nueva Ciudad Morococha']",JUNÍN,"['CP Morococha', 'CP Morococha']",2009,2,2009-S2
Grupo_505,Activo,2009-09-30,Quellaveco,Angloamerican,['Distrito de Torata'],MOQUEGUA,['Distrito de Torata'],2009,2,2009-S2
Grupo_638,Activo,2008-07-31,Antamina,Antamina,['CP San Antonio de Juprog'],ÁNCASH,['CP San Antonio de Juprog'],2008,2,2008-S2
Grupo_278,Activo,2007-07-31,Las Bambas,Las Bambas,"['Cotabambas (Provincia)', 'Tambobamba', 'Chuquilambila']",APURÍMAC,"['Cotabambas', 'Tambobamba', 'Chuquibambilla']",2007,2,2007-S2
Grupo_350,Activo,2008-07-31,Yanacocha,Newmont,"['CP Quishuar corral', 'CP Aliso Colorado', 'CP San José']",CAJAMARCA,"['CP Quishuar corral', 'CP Aliso Colorado', 'CP San Jose']",2008,2,2008-S2
Grupo_682,Activo,2008-07-31,Yanacocha,Newmont,"['CP Huambocancha Alta', 'CP El Batán']",CAJAMARCA,"['Cumbancha Alta', 'CP El Batán']",2008,2,2008-S2
Grupo_606,Activo,2008-07-31,Toromocho,Chinalco,"['CP Morococha', 'CP Nueva Ciudad Morococha']",JUNÍN,"['CP Morococha', 'CP Morococha']",2008,2,2008-S2
Grupo_940,Activo,2008-07-31,Atacocha,Nexa Resources,['Distrito de Ticlacayán'],PASCO,['Ticlacayán'],2008,2,2008-S2
Grupo_829,Activo,2009-10-31,Antamina,Antamina,"['CP Carhuayoc', 'CP Cátac']",ÁNCASH,"['CP Carhuayoc', 'CP Catac']",2009,2,2009-S2
Grupo_638,Activo,2009-10-31,Antamina,Antamina,['CP San Antonio de Juprog'],ÁNCASH,['CP San Antonio de Juprog'],2009,2,2009-S2
Grupo_278,Activo,2009-05-31,Las Bambas,Las Bambas,"['Cotabambas (Provincia)', 'Tambobamba', 'Chuquilambila']",APURÍMAC,"['Cotabambas', 'Tambobamba', 'Chuquibambilla']",2009,1,2009-S1
Grupo_682,Activo,2009-10-31,Yanacocha,Newmont,"['CP Huambocancha Alta', 'CP El Batán']",CAJAMARCA,"['Cumbancha Alta', 'CP El Batán']",2009,2,2009-S2
Grupo_848,Activo,2009-10-31,Yanacocha,Newmont,"['CP Magdalena', 'CP Choropampa', 'CP San Juan']",CAJAMARCA,"['CP Magdalena', 'CP Choropampa', 'San Juan']",2009,2,2009-S2
Grupo_674,Activo,2009-10-31,Yanacocha,Newmont,['CP La Ramada'],CAJAMARCA,['CP La Ramada'],2009,2,2009-S2
Grupo_606,Activo,2009-10-31,Toromocho,Chinalco,"['CP Morococha', 'CP Nueva Ciudad Morococha']",JUNÍN,"['CP Morococha', 'CP Morococha']",2009,2,2009-S2
Grupo_505,Activo,2009-10-31,Quellaveco,Angloamerican,['Distrito de Torata'],MOQUEGUA,['Distrito de Torata'],2009,2,2009-S2
Grupo_965,Activo,2010-02-28,Antamina,Antamina,['CP Cajacay'],ÁNCASH,['CP Cajacay'],2010,1,2010-S1
Grupo_481,Activo,2010-02-28,Antamina,Antamina,"['CP Ayash Pichiú', 'CP Santa Cruz Pichiú']",ÁNCASH,"['CP Ayash Pichiu', 'Santa Cruz Pichiu']",2010,1,2010-S1
Grupo_967,Activo,2010-02-28,Antamina,Antamina,['CP Racrachaca'],ÁNCASH,['CP Racrachaca'],2010,1,2010-S1
Grupo_829,Activo,2010-02-28,Antamina,Antamina,"['CP Carhuayoc', 'CP Cátac']",ÁNCASH,"['CP Carhuayoc', 'CP Catac']",2010,1,2010-S1
Grupo_638,Activo,2010-02-28,Antamina,Antamina,['CP San Antonio de Juprog'],ÁNCASH,['CP San Antonio de Juprog'],2010,1,2010-S1
Grupo_278,Activo,2008-05-31,Las Bambas,Las Bambas,"['Cotabambas (Provincia)', 'Tambobamba', 'Chuquilambila']",APURÍMAC,"['Cotabambas', 'Tambobamba', 'Chuquibambilla']",2008,1,2008-S1
Grupo_682,Activo,2010-02-28,Yanacocha,Newmont,"['CP Huambocancha Alta', 'CP El Batán']",CAJAMARCA,"['Cumbancha Alta', 'CP El Batán']",2010,1,2010-S1
Grupo_848,Activo,2010-02-28,Yanacocha,Newmont,"['CP Magdalena', 'CP Choropampa', 'CP San Juan']",CAJAMARCA,"['CP Magdalena', 'CP Choropampa', 'San Juan']",2010,1,2010-S1
Grupo_674,Activo,2010-02-28,Yanacocha,Newmont,['CP La Ramada'],CAJAMARCA,['CP La Ramada'],2010,1,2010-S1
Grupo_606,Activo,2010-02-28,Toromocho,Chinalco,"['CP Morococha', 'CP Nueva Ciudad Morococha']",JUNÍN,"['CP Morococha', 'CP Morococha']",2010,1,2010-S1
Grupo_505,Activo,2010-02-28,Quellaveco,Angloamerican,['Distrito de Torata'],MOQUEGUA,['Distrito de Torata'],2010,1,2010-S1
Grupo_278,Latente,2007-05-31,Las Bambas,Las Bambas,"['Cotabambas (Provincia)', 'Tambobamba', 'Chuquilambila']",APURÍMAC,"['Cotabambas', 'Tambobamba', 'Chuquibambilla']",2007,1,2007-S1
Grupo_682,Activo,2008-05-31,Yanacocha,Newmont,"['CP Huambocancha Alta', 'CP El Batán']",CAJAMARCA,"['Cumbancha Alta', 'CP El Batán']",2008,1,2008-S1
Grupo_606,Activo,2008-05-31,Toromocho,Chinalco,"['CP Morococha', 'CP Nueva Ciudad Morococha']",JUNÍN,"['CP Morococha', 'CP Morococha']",2008,1,2008-S1
Grupo_505,Activo,2008-05-31,Quellaveco,Angloamerican,['Distrito de Torata'],MOQUEGUA,['Distrito de Torata'],2008,1,2008-S1
Grupo_940,Activo,2008-05-31,Atacocha,Nexa Resources,['Distrito de Ticlacayán'],PASCO,['Ticlacayán'],2008,1,2008-S1
Grupo_638,Activo,2009-02-28,Antamina,Antamina,['CP San Antonio de Juprog'],ÁNCASH,['CP San Antonio de Juprog'],2009,1,2009-S1
Grupo_278,Activo,2009-03-31,Las Bambas,Las Bambas,"['Cotabambas (Provincia)', 'Tambobamba', 'Chuquilambila']",APURÍMAC,"['Cotabambas', 'Tambobamba', 'Chuquibambilla']",2009,1,2009-S1
Grupo_674,Activo,2009-02-28,Yanacocha,Newmont,['CP La Ramada'],CAJAMARCA,['CP La Ramada'],2009,1,2009-S1
Grupo_682,Activo,2009-02-28,Yanacocha,Newmont,"['CP Huambocancha Alta', 'CP El Batán']",CAJAMARCA,"['Cumbancha Alta', 'CP El Batán']",2009,1,2009-S1
Grupo_606,Activo,2009-02-28,Toromocho,Chinalco,"['CP Morococha', 'CP Nueva Ciudad Morococha']",JUNÍN,"['CP Morococha', 'CP Morococha']",2009,1,2009-S1
Grupo_505,Activo,2009-02-28,Quellaveco,Angloamerican,['Distrito de Torata'],MOQUEGUA,['Distrito de Torata'],2009,1,2009-S1
Grupo_784,Activo,2009-02-28,Chungar,Volcan,['CP Huayllay'],PASCO,['CP Huayllay'],2009,1,2009-S1
Grupo_965,Activo,2010-09-30,Antamina,Antamina,['CP Cajacay'],ÁNCASH,['CP Cajacay'],2010,2,2010-S2
Grupo_481,Activo,2010-09-30,Antamina,Antamina,"['CP Ayash Pichiú', 'CP Santa Cruz Pichiú']",ÁNCASH,"['CP Ayash Pichiu', 'Santa Cruz Pichiu']",2010,2,2010-S2
Grupo_967,Activo,2010-09-30,Antamina,Antamina,['CP Racrachaca'],ÁNCASH,['CP Racrachaca'],2010,2,2010-S2
Grupo_829,Activo,2010-09-30,Antamina,Antamina,"['CP Carhuayoc', 'CP Cátac']",ÁNCASH,"['CP Carhuayoc', 'CP Catac']",2010,2,2010-S2
Grupo_638,Activo,2010-09-30,Antamina,Antamina,['CP San Antonio de Juprog'],ÁNCASH,['CP San Antonio de Juprog'],2010,2,2010-S2
Grupo_848,Activo,2010-09-30,Yanacocha,Newmont,"['CP Magdalena', 'CP Choropampa', 'CP San Juan']",CAJAMARCA,"['CP Magdalena', 'CP Choropampa', 'San Juan']",2010,2,2010-S2
Grupo_1045,Activo,2010-09-30,Yanacocha,Newmont,['CP Quishuar corral'],CAJAMARCA,['CP Quishuar corral'],2010,2,2010-S2
Grupo_505,Activo,2010-09-30,Quellaveco,Angloamerican,['Distrito de Torata'],MOQUEGUA,['Distrito de Torata'],2010,2,2010-S2
Grupo_638,Activo,2008-12-31,Antamina,Antamina,['CP San Antonio de Juprog'],ÁNCASH,['CP San Antonio de Juprog'],2008,2,2008-S2
Grupo_278,Activo,2008-03-31,Las Bambas,Las Bambas,"['Cotabambas (Provincia)', 'Tambobamba', 'Chuquilambila']",APURÍMAC,"['Cotabambas', 'Tambobamba', 'Chuquibambilla']",2008,1,2008-S1
Grupo_674,Activo,2008-12-31,Yanacocha,Newmont,['CP La Ramada'],CAJAMARCA,['CP La Ramada'],2008,2,2008-S2
Grupo_682,Activo,2008-12-31,Yanacocha,Newmont,"['CP Huambocancha Alta', 'CP El Batán']",CAJAMARCA,"['Cumbancha Alta', 'CP El Batán']",2008,2,2008-S2
Grupo_606,Activo,2008-12-31,Toromocho,Chinalco,"['CP Morococha', 'CP Nueva Ciudad Morococha']",JUNÍN,"['CP Morococha', 'CP Morococha']",2008,2,2008-S2
Grupo_505,Activo,2008-12-31,Quellaveco,Angloamerican,['Distrito de Torata'],MOQUEGUA,['Distrito de Torata'],2008,2,2008-S2
Grupo_784,Activo,2008-12-31,Chungar,Volcan,['CP Huayllay'],PASCO,['CP Huayllay'],2008,2,2008-S2
